player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Chourio,3,0,0,0,0,1,1,.279,.316,.479
I. Collins,4,0,1,0,0,0,1,.275,.370,.434
W. Contreras,3,0,1,0,0,1,1,.261,.357,.411
A. Vaughn,4,0,3,0,0,0,0,.296,.361,.497
J. Bauers,0,0,0,0,0,0,0,.188,.315,.333
C. Durbin,4,0,2,0,0,0,0,.259,.331,.398
D. Jansen,4,0,0,0,0,0,0,.184,.273,.237
A. Monasterio,4,0,0,0,0,0,0,.283,.327,.481
B. Perkins,3,0,0,0,0,0,2,.202,.275,.336
S. Frelick,1,0,0,0,0,0,1,.297,.360,.410
J. Ortiz,2,0,0,0,0,0,1,.229,.280,.322
B. Turang,1,0,0,0,0,0,0,.291,.358,.449
