player,ip,h,r,er,bb,k,hr,pc_st,era
K. Hendricks,5.1,4,3,3,0,2,0,82-58,4.68
J. Fermin,0.2,1,0,0,0,0,0,14-11,3.46
B. Burke,1.0,0,0,0,0,1,0,9-7,3.93
R. Detmers,1.0,0,0,0,0,2,0,19-12,3.99
K. Jansen,1.0,0,0,0,0,2,0,14-10,3.82
S. Bachman,0.0,0,1,0,1,0,0,5-1,2.00
