player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Kurtz,3,0,0,0,0,1,1,.312,.403,.644
S. Langeliers,4,0,0,0,0,0,4,.265,.311,.547
B. Rooker,3,2,2,1,1,1,1,.272,.345,.498
T. Soderstrom,4,0,1,0,0,0,1,.273,.346,.481
J. Wilson,4,0,1,1,0,0,0,.311,.353,.437
C. Thomas,0,0,0,0,0,0,0,.241,.283,.463
L. Butler,3,0,0,0,0,1,1,.229,.301,.407
D. Hernaiz,4,0,0,0,0,0,0,.247,.322,.397
J. Bleday,4,0,0,0,0,0,3,.207,.296,.378
B. Harris,2,0,0,0,0,0,0,.208,.286,.250
C. Cortes,1,0,1,0,0,0,0,.292,.314,.375
L. Urias,0,0,0,0,0,0,0,.232,.314,.342
