player,ip,h,r,er,bb,k,hr,pc_st,era
C. Gordon,4.2,9,4,4,2,3,1,87-56,4.37
S. Okert,0.1,0,0,0,0,0,0,5-3,2.41
B. Sousa,1.0,0,0,0,0,1,0,9-7,1.72
B. King,1.0,1,0,0,0,1,0,18-12,3.09
B. Abreu,1.0,0,0,0,0,3,0,14-10,1.59
J. Hader,1.0,2,1,1,0,2,1,13-11,1.86
