player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Buxton,4,0,0,0,0,0,1,.271,.330,.553
T. Larnach,4,0,1,0,0,0,1,.258,.329,.413
J. Outman,0,0,0,0,0,0,0,.146,.226,.229
L. Keaschall,4,0,1,0,0,0,0,.325,.414,.500
K. Clemens,3,0,0,0,0,1,0,.212,.282,.432
A. Martin,4,0,1,0,0,0,1,.282,.378,.376
M. Wallner,4,0,0,0,0,0,1,.206,.310,.477
R. Lewis,3,0,0,0,0,1,1,.231,.289,.383
B. Lee,3,1,1,0,0,1,1,.243,.292,.381
R. Fitzgerald,0,0,0,0,0,0,0,.200,.231,.320
J. Pereda,2,0,1,1,0,1,0,.500,.667,1.000
M. Gasper,1,0,0,0,0,0,0,.153,.271,.208
