player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
H. Ramos,4,0,1,0,0,0,0,.269,.343,.442
R. Devers,3,0,0,0,0,0,1,.225,.344,.363
P. Bailey,1,0,0,0,0,0,0,.193,.258,.292
W. Adames,3,0,0,0,0,0,3,.222,.310,.365
B. Wisely,1,0,0,0,0,0,0,.222,.282,.389
D. Smith,1,0,0,0,0,0,0,.243,.326,.351
M. Chapman,4,0,1,0,0,0,0,.244,.357,.440
W. Flores,3,0,2,0,0,0,0,.248,.322,.381
C. Schmitt,2,0,0,0,0,1,0,.271,.361,.430
J. Lee,2,0,0,0,0,1,1,.245,.311,.394
L. Matos,3,0,0,0,0,0,3,.165,.208,.352
A. Knizner,3,0,0,0,0,0,0,.146,.167,.220
