player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Duran,6,1,1,0,0,0,2,.271,.324,.421
R. Devers,3,2,0,0,0,3,2,.280,.409,.516
A. Toro,5,2,1,1,0,0,1,.333,.352,.563
T. Story,6,0,2,1,0,0,2,.229,.275,.345
R. Anthony,4,0,0,1,0,1,1,.000,.200,.000
R. Refsnyder,0,0,0,0,0,1,0,.284,.383,.522
K. Campbell,5,0,1,1,0,0,1,.232,.324,.360
M. Mayer,1,1,1,0,0,1,0,.243,.317,.405
R. Gonzalez,4,0,2,2,0,0,1,.321,.357,.474
C. Rafaela,5,1,2,0,0,1,1,.248,.301,.394
C. Wong,2,1,0,0,0,1,0,.153,.265,.153
D. Hamilton,1,0,0,0,0,0,0,.190,.218,.298
C. Narvaez,1,0,0,0,0,0,1,.281,.359,.456
