player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Holliday,4,3,2,1,0,2,0,.249,.303,.390
J. Westburg,5,2,4,5,1,0,0,.277,.327,.475
D. Carlson,0,0,0,0,0,0,0,.207,.258,.349
G. Henderson,2,1,0,2,0,2,0,.279,.350,.460
L. Vazquez,0,0,0,0,0,0,0,.059,.059,.059
A. Rutschman,5,0,1,2,0,0,1,.227,.310,.373
A. Jackson,0,0,0,0,0,0,0,.227,.292,.591
C. Cowser,5,0,1,0,0,0,1,.213,.277,.396
S. Basallo,4,0,1,2,0,0,0,.250,.400,.250
C. Mayo,5,1,1,0,0,0,1,.204,.280,.362
D. Beavers,4,2,1,0,0,1,1,.222,.300,.333
J. Jackson,5,3,3,0,0,0,0,.333,.350,.462
