player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Nootbaar,3,0,0,0,0,0,0,.227,.324,.375
J. Walker,1,0,0,0,0,0,0,.240,.293,.336
I. Herrera,4,0,1,0,0,0,2,.295,.375,.464
A. Burleson,4,0,2,1,0,0,0,.282,.336,.446
W. Contreras,3,0,0,0,0,1,2,.256,.343,.444
M. Winn,4,0,1,0,0,0,1,.267,.320,.386
N. Gorman,2,0,0,0,0,2,0,.226,.318,.407
G. Hampson,0,1,0,0,0,0,0,.120,.154,.160
T. Saggese,4,1,3,0,0,0,0,.258,.297,.350
P. Pages,3,0,1,0,0,0,2,.212,.257,.344
B. Donovan,1,0,1,2,0,0,0,.280,.351,.406
V. Scott,2,1,0,0,0,1,0,.219,.307,.307
Y. Pozo,1,0,0,0,0,0,0,.271,.301,.426
