player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,4,1,2,1,0,1,0,.267,.368,.376
N. Marte,5,0,1,2,0,0,3,.288,.330,.504
E. De La Cruz,4,0,1,0,0,0,1,.272,.341,.455
A. Hays,4,0,0,0,0,0,1,.261,.316,.450
G. Lux,3,1,1,0,0,0,0,.274,.354,.383
W. Benson,1,0,1,0,0,0,0,.221,.271,.405
S. Stewart,3,1,1,0,0,0,1,.333,.333,.333
S. Steer,1,0,0,0,0,0,1,.235,.304,.398
K. Hayes,4,1,3,2,0,0,0,.274,.343,.453
J. Trevino,3,0,0,0,0,0,1,.241,.280,.365
M. Andujar,1,0,0,0,0,0,0,.364,.425,.591
M. McLain,3,1,1,0,0,1,0,.223,.303,.343
