player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Holliday,2,0,0,0,0,3,0,.251,.303,.391
J. Westburg,5,1,1,1,1,0,2,.266,.312,.471
G. Henderson,4,0,1,0,0,0,1,.284,.353,.464
A. Rutschman,2,0,0,0,0,2,0,.235,.323,.393
R. Mountcastle,3,0,0,0,0,1,2,.244,.280,.355
J. Jackson,3,0,1,0,0,0,2,.250,.280,.375
R. Noda,0,0,0,0,0,1,0,.143,.250,.143
A. Jackson,3,1,1,0,0,1,1,.244,.311,.634
G. Allen,4,0,0,0,0,0,2,.000,.000,.000
J. Adams,2,0,0,0,0,0,2,.000,.000,.000
C. Mayo,1,0,1,1,0,0,0,.217,.294,.372
D. Carlson,1,0,0,0,0,0,0,.183,.227,.288
