player,ip,h,r,er,bb,k,hr,pc_st,era
N. Martinez,6.0,2,1,1,1,7,1,90-65,4.59
S. Barlow,1.0,0,0,0,0,2,0,12-8,3.47
G. Ashcraft,0.2,3,1,1,1,0,0,21-11,3.86
B. Suter,0.1,0,0,0,0,1,0,6-4,3.53
