player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
K. Marte,5,0,0,0,0,0,2,.283,.384,.514
G. Perdomo,2,1,1,0,0,2,0,.282,.381,.443
C. Carroll,4,0,0,0,0,0,0,.255,.332,.550
B. Alexander,4,0,2,0,0,0,1,.240,.332,.425
I. Vargas,4,0,1,1,0,0,0,.250,.257,.431
T. Tawa,3,1,2,0,0,0,1,.209,.269,.367
J. McCarthy,1,0,1,0,0,0,0,.201,.250,.329
J. Lawlar,2,1,1,1,0,0,0,.116,.170,.186
A. Del Castillo,1,0,0,0,0,1,1,.247,.282,.361
J. McCann,3,0,0,0,0,0,1,.247,.324,.387
C. Kaiser,1,0,0,0,0,0,0,.133,.188,.200
J. Barrosa,2,0,0,1,0,0,1,.125,.137,.188
A. Thomas,1,0,0,0,0,0,0,.246,.288,.364
