player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Eaton,2,1,1,0,0,0,1,.278,.333,.333
M. Mayer,2,0,0,0,0,0,0,.219,.262,.417
R. Gonzalez,4,0,2,1,0,0,1,.323,.356,.532
R. Anthony,5,1,1,1,0,0,2,.229,.340,.349
R. Refsnyder,5,1,1,1,0,0,0,.270,.353,.490
T. Story,4,1,1,2,1,0,1,.252,.292,.409
J. Duran,4,0,1,0,0,0,0,.255,.311,.416
A. Toro,3,0,2,0,0,1,0,.294,.343,.450
C. Wong,3,0,0,0,0,0,1,.150,.242,.150
W. Abreu,0,0,0,0,0,0,0,.257,.326,.498
C. Narvaez,1,0,0,0,0,0,1,.272,.350,.434
C. Rafaela,4,2,3,1,1,0,0,.264,.307,.456
