player,ip,h,r,er,bb,k,hr,pc_st,era
T. Skubal,5.0,4,4,4,2,5,1,87-54,2.23
B. Hanifee,1.2,1,0,0,0,0,0,27-17,3.43
T. Holton,1.1,1,1,1,0,1,1,17-12,3.77
C. Hernandez,0.0,3,4,4,1,0,0,14-8,6.55
B. Hurter,0.1,2,3,2,2,1,1,28-15,3.27
J. Rogers,0.2,0,0,0,0,0,0,9-6,5.40
