player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Haggerty,4,0,1,0,0,0,1,.259,.333,.385
R. Tellez,1,0,0,0,0,0,1,.308,.345,.538
C. Seager,5,1,0,0,0,0,1,.261,.365,.469
M. Semien,5,0,0,0,0,0,1,.226,.303,.357
A. García,5,0,0,0,0,0,4,.225,.270,.394
W. Langford,3,2,2,0,0,2,1,.243,.323,.418
J. Jung,4,2,2,3,1,1,1,.252,.301,.396
J. Smith,4,1,1,1,0,0,1,.266,.342,.399
J. Heim,2,1,1,0,0,1,0,.219,.266,.350
K. Higashioka,1,0,0,0,0,0,0,.264,.310,.423
E. Duran,3,0,2,2,0,0,1,.172,.235,.237
J. Pederson,1,1,1,1,1,0,0,.132,.260,.243
A. Osuna,0,0,0,0,0,0,0,.167,.303,.222
