player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Lee,4,0,1,0,0,1,1,.259,.322,.408
H. Ramos,5,0,1,2,0,0,2,.260,.332,.398
D. Gilbert,0,0,0,0,0,0,0,.107,.107,.214
W. Adames,3,0,2,0,0,2,0,.225,.315,.408
D. Smith,4,0,0,0,0,0,3,.278,.335,.395
C. Schmitt,4,0,0,0,0,0,1,.244,.321,.416
M. Chapman,4,1,1,0,0,0,3,.227,.337,.420
W. Flores,4,1,1,0,0,0,1,.245,.313,.375
L. Matos,4,2,2,2,1,0,2,.209,.255,.450
A. Knizner,3,0,1,0,0,0,0,.180,.219,.246
R. Devers,1,0,0,0,0,0,1,.226,.336,.410
P. Bailey,0,0,0,0,0,0,0,.211,.268,.295
