player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Horwitz,4,1,2,0,0,0,0,.264,.335,.395
T. Pham,3,0,0,0,0,1,2,.267,.338,.380
N. Gonzales,3,0,1,1,0,0,1,.276,.324,.413
O. Cruz,4,0,0,0,0,0,1,.211,.308,.411
A. McCutchen,3,0,1,0,0,1,1,.246,.325,.384
A. Canario,0,1,0,0,0,0,0,.209,.282,.310
L. Peguero,2,1,0,0,0,1,1,.250,.308,.611
B. Reynolds,1,0,0,0,0,0,1,.236,.295,.373
J. Suwinski,3,2,1,2,1,0,0,.113,.284,.211
J. Bart,4,0,1,1,0,0,1,.243,.354,.300
H. Davis,0,0,0,0,0,0,0,.168,.254,.273
I. Kiner-Falefa,4,0,0,1,0,0,0,.270,.309,.334
