player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,4,0,1,0,0,1,0,.275,.333,.380
G. Valera,2,0,1,0,0,0,1,.300,.364,.300
A. Martinez,3,1,2,0,0,0,0,.228,.265,.360
J. Ramirez,4,0,1,1,0,0,0,.283,.357,.503
K. Manzardo,3,0,1,0,0,0,2,.234,.318,.465
C. Kayfus,0,0,0,0,0,0,0,.190,.258,.357
N. Jones,2,0,0,0,0,0,0,.216,.302,.310
D. Fry,0,0,0,0,0,1,0,.162,.227,.346
J. Noel,1,1,0,0,0,0,1,.144,.163,.232
D. Schneemann,4,0,0,0,0,0,1,.217,.298,.373
G. Arias,3,0,1,1,0,1,0,.222,.280,.363
B. Rocchio,2,0,0,0,0,2,0,.229,.286,.329
A. Hedges,4,0,0,0,0,0,2,.146,.232,.277
