player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Turang,5,0,0,0,0,0,1,.288,.356,.440
J. Chourio,5,1,3,0,0,0,1,.279,.316,.483
C. Yelich,5,1,2,1,0,0,1,.269,.350,.464
W. Contreras,3,0,2,2,0,1,0,.263,.359,.408
S. Frelick,4,0,0,0,0,0,1,.295,.359,.406
A. Vaughn,4,0,1,0,0,0,0,.307,.368,.497
I. Collins,4,0,0,0,0,0,0,.272,.369,.428
C. Durbin,3,0,1,0,0,1,0,.253,.327,.386
J. Ortiz,2,1,1,0,0,0,1,.225,.276,.315
R. Hoskins,1,0,0,0,0,0,0,.241,.339,.426
A. Monasterio,0,0,0,0,0,0,0,.283,.327,.481
J. Bauers,1,1,1,1,1,0,0,.224,.339,.401
