player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Lukes,3,0,0,0,0,0,0,.252,.336,.411
D. Schneider,1,1,1,0,0,0,0,.244,.372,.455
B. Bichette,4,1,1,1,0,0,0,.294,.336,.462
V. Guerrero Jr.,3,1,1,0,0,1,1,.300,.398,.497
A. Barger,4,0,2,0,0,0,2,.264,.313,.497
D. Varsho,3,1,0,1,0,1,1,.230,.286,.579
A. Kirk,4,1,2,4,1,0,0,.296,.355,.403
J. Loperfido,1,0,0,0,0,0,1,.358,.409,.506
T. France,1,0,0,0,0,0,0,.333,.400,.472
M. Straw,1,0,0,0,0,0,1,.248,.292,.326
E. Clement,4,0,0,0,0,0,0,.282,.316,.409
A. Gimenez,3,1,1,0,0,0,1,.223,.304,.323
