player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
H. Ramos,5,0,1,1,0,0,3,.267,.340,.406
R. Devers,5,0,1,0,0,0,4,.230,.339,.412
W. Adames,4,2,1,1,1,1,1,.223,.309,.398
D. Smith,5,1,2,1,0,0,0,.281,.338,.410
C. Schmitt,3,0,0,0,0,0,1,.251,.324,.405
T. Fitzgerald,1,0,0,0,0,0,0,.224,.283,.328
J. Lee,3,1,1,0,0,1,0,.257,.323,.407
C. Koss,2,2,2,1,0,1,0,.265,.315,.381
P. Bailey,4,0,1,2,0,0,0,.217,.274,.308
G. McCray,2,0,0,0,0,0,0,.118,.118,.235
W. Flores,1,0,0,0,0,0,1,.248,.315,.376
D. Gilbert,1,0,0,0,0,0,0,.056,.056,.056
