player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,5,1,0,0,0,0,1,.302,.360,.379
A. Ramirez,3,0,0,0,0,0,1,.235,.287,.439
O. Lopez,4,0,0,0,0,0,0,.239,.308,.360
H. Hernandez,3,0,0,0,0,0,1,.280,.331,.467
L. Hicks,1,0,1,1,0,0,0,.264,.356,.368
J. Sanoja,3,0,1,0,0,1,1,.241,.286,.382
D. Myers,4,1,1,1,1,0,0,.237,.295,.336
J. Wiemer,3,0,0,0,0,0,3,.000,.000,.000
T. Johnston,1,0,0,0,0,0,0,.207,.233,.345
E. Wagaman,4,2,2,1,1,0,1,.235,.284,.360
D. Hill,2,0,1,0,0,0,1,.217,.278,.349
J. Marsee,2,1,2,2,1,0,0,.377,.468,.774
