player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Butler,4,0,0,0,0,0,1,.268,.336,.467
J. Wilson,4,0,0,0,0,0,0,.366,.402,.520
B. Rooker,4,0,0,0,0,0,0,.267,.336,.467
T. Soderstrom,4,1,1,0,0,0,0,.260,.341,.476
M. Muncy,4,1,2,2,1,0,0,.202,.228,.382
N. Kurtz,4,0,0,0,0,0,2,.235,.304,.429
L. Urias,3,1,1,0,0,1,0,.245,.341,.390
W. MacIver,2,0,0,0,0,0,1,.208,.240,.250
J. Bleday,1,1,1,2,1,0,0,.200,.300,.367
D. Clarke,2,0,0,0,0,0,1,.216,.245,.294
S. Brown,0,0,0,0,0,1,0,.194,.315,.274
A. Wynns,0,0,0,0,0,0,0,.000,.000,.000
