player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Z. Neto,4,1,1,0,0,0,2,.264,.320,.470
M. Trout,4,0,0,0,0,0,3,.235,.366,.436
T. Ward,4,2,2,2,1,0,1,.233,.316,.488
J. Adell,4,0,1,0,0,0,0,.236,.298,.483
L. Rengifo,4,0,1,0,0,0,0,.249,.297,.349
T. d'Arnaud,4,0,0,0,0,0,1,.201,.262,.354
N. Kavadas,2,0,0,0,0,0,0,.143,.250,.143
O. Peraza,1,0,0,0,0,0,0,.133,.133,.133
Y. Moncada,0,0,0,0,0,1,0,.234,.327,.467
M. Lugo,0,0,0,0,0,0,0,.238,.256,.548
C. Moore,4,0,1,0,0,0,1,.186,.288,.314
B. Teodosio,4,0,1,0,0,0,1,.226,.288,.321
