player,ip,h,r,er,bb,k,hr,pc_st,era
M. Kelly,6.0,4,0,0,2,7,0,92-61,3.18
K. Backhus,0.2,2,0,0,0,1,0,15-10,0.00
R. Thompson,0.1,0,0,0,0,0,0,1-1,5.40
S. Miller,1.0,1,0,0,0,0,0,9-8,1.69
J. Martinez,0.2,0,1,1,1,2,0,19-10,4.11
J. Brigham,0.0,4,3,3,0,0,1,15-9,8.10
J. Morillo,1.1,1,0,0,0,1,0,23-14,5.29
J. Beeks,1.0,0,0,0,0,1,0,12-8,3.13
