player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
H. Ramos,4,0,1,0,0,1,2,.267,.342,.421
R. Devers,5,0,1,0,0,0,4,.218,.323,.359
W. Adames,5,1,0,0,0,0,1,.235,.321,.408
M. Chapman,4,1,0,0,0,1,1,.234,.342,.446
W. Flores,3,1,2,0,0,1,0,.249,.318,.380
C. Koss,0,0,0,0,0,0,0,.265,.305,.357
D. Smith,1,0,1,1,0,0,0,.273,.351,.394
C. Schmitt,4,0,1,1,0,1,0,.242,.320,.382
J. Lee,5,1,1,1,0,0,0,.247,.316,.393
L. Matos,3,0,1,0,0,0,1,.168,.210,.354
G. McCray,2,0,0,0,0,0,2,.000,.000,.000
P. Bailey,4,0,2,1,0,0,0,.209,.268,.300
