player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Grisham,4,0,1,0,0,0,2,.246,.348,.455
B. Rice,4,0,1,0,0,0,1,.243,.337,.486
A. Judge,3,0,0,0,0,0,1,.327,.442,.675
C. Bellinger,3,0,0,0,0,0,0,.270,.323,.492
J. Chisholm Jr.,3,0,0,0,0,0,1,.237,.333,.468
J. Dominguez,2,0,0,0,0,1,0,.256,.330,.384
A. Volpe,3,0,0,0,0,0,1,.209,.276,.403
R. McMahon,2,0,0,0,0,0,1,.219,.326,.315
G. Stanton,1,0,0,0,0,0,1,.301,.382,.621
J. Caballero,0,0,0,0,0,0,0,.348,.423,.652
A. Wells,2,0,1,0,0,0,1,.211,.267,.425
P. Goldschmidt,1,0,0,0,0,0,0,.281,.335,.426
