player,ip,h,r,er,bb,k,hr,pc_st,era
G. Williams,6.0,1,0,0,3,8,0,97-61,3.61
H. Gaddis,1.2,0,0,0,0,1,0,16-11,3.50
E. Sabrowski,0.1,0,0,0,2,1,0,19-9,2.25
E. Clase,1.0,0,1,1,0,1,0,16-9,3.29
C. Smith,0.1,5,6,4,0,0,2,16-11,3.19
J. Junis,0.2,0,0,0,0,0,0,8-5,3.89
