player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Nootbaar,4,1,3,0,0,0,0,.244,.333,.391
G. Hampson,1,0,0,0,0,0,0,.107,.138,.143
I. Herrera,3,1,1,1,1,1,0,.286,.369,.441
W. Contreras,4,0,0,0,0,0,2,.251,.335,.443
N. Gorman,4,0,0,0,0,0,3,.214,.313,.396
M. Winn,3,0,1,1,0,0,1,.256,.311,.370
C. Prieto,1,0,0,0,0,0,1,.167,.167,.167
T. Saggese,4,1,1,0,0,0,2,.254,.296,.333
P. Pages,3,0,1,0,0,0,1,.229,.276,.379
J. Fermin,1,0,1,1,0,0,0,.346,.414,.538
J. Walker,4,0,0,0,0,0,2,.220,.274,.313
N. Church,3,0,0,0,0,0,0,.108,.190,.189
