player,ip,h,r,er,bb,k,hr,pc_st,era
J. Latz,5.2,3,0,0,1,4,0,84-58,2.91
C. Winn,1.1,1,0,0,0,0,0,18-11,1.32
J. Webb,1.0,2,0,0,1,0,0,19-11,3.41
C. Martin,1.0,0,0,0,0,1,0,23-16,2.63
