player,ip,h,r,er,bb,k,hr,pc_st,era
B. Chandler,2.2,9,9,9,3,3,0,68-43,7.36
C. Holderman,1.1,2,0,0,0,0,0,22-15,6.93
D. Moreta,2.0,0,0,0,1,2,0,26-14,4.22
Y. Ramirez,1.0,2,1,1,1,2,0,33-19,5.90
I. Mattson,1.0,0,0,0,2,1,0,20-11,2.25
D. Santana,1.0,1,0,0,0,1,0,17-12,2.36
