player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Simpson,4,2,2,0,0,1,0,.302,.337,.355
B. Lowe,5,1,1,2,1,0,2,.275,.323,.503
Y. Diaz,5,0,2,0,0,0,2,.280,.343,.464
J. Lowe,5,2,1,1,0,0,1,.234,.300,.376
J. Caminero,5,2,2,3,1,0,1,.262,.300,.532
J. Mangum,5,1,1,1,0,0,1,.275,.313,.345
H. Feduccia,2,0,0,0,0,1,1,.143,.250,.190
C. Morel,1,0,1,0,0,0,0,.208,.274,.385
N. Fortes,0,0,0,0,0,0,0,.091,.167,.227
H. Kim,3,0,2,0,0,0,0,.209,.303,.343
T. Peters,3,0,0,0,0,0,2,.000,.000,.000
E. Pereira,1,0,0,0,0,0,1,.200,.200,.300
