player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Turang,3,1,2,1,1,2,1,.289,.356,.442
J. Chourio,3,1,0,1,0,1,0,.282,.317,.486
W. Contreras,5,2,2,0,0,0,1,.260,.355,.412
C. Yelich,3,1,0,0,0,2,1,.268,.350,.464
J. Bauers,3,0,0,0,0,0,1,.184,.309,.331
A. Vaughn,1,0,0,0,0,0,1,.285,.353,.485
I. Collins,1,0,1,2,0,0,0,.276,.373,.426
A. Monasterio,0,0,0,0,0,0,0,.294,.339,.500
B. Perkins,4,0,1,2,0,1,1,.214,.290,.357
S. Frelick,5,1,2,0,0,0,0,.298,.360,.411
C. Durbin,4,2,1,1,1,1,0,.257,.329,.397
J. Ortiz,5,0,1,0,0,0,1,.232,.283,.326
