player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Hoerner,4,0,1,0,0,0,0,.287,.333,.377
K. Tucker,4,0,1,0,0,0,1,.284,.386,.507
S. Suzuki,3,0,0,0,0,0,2,.261,.319,.547
V. Brujan,1,0,1,0,0,0,0,.171,.194,.257
C. Kelly,3,0,0,0,0,0,1,.266,.367,.500
R. McGuire,1,0,0,0,0,0,0,.222,.246,.476
P. Crow-Armstrong,3,0,0,0,0,0,1,.269,.307,.555
M. Shaw,1,0,0,0,0,0,0,.199,.277,.282
D. Swanson,4,0,0,0,0,0,2,.253,.302,.425
J. Turner,3,0,1,0,0,0,0,.216,.295,.297
M. Busch,2,0,0,0,0,1,2,.294,.380,.549
J. Berti,3,0,1,0,0,0,0,.215,.263,.237
