player,ip,h,r,er,bb,k,hr,pc_st,era
J. Quintana,6.0,2,1,1,4,4,0,95-56,3.28
A. Ashby,0.1,1,1,1,2,1,0,21-11,1.66
N. Mears,0.2,0,0,0,1,0,0,16-8,2.45
G. Anderson,0.2,1,0,0,0,0,0,5-5,2.78
J. Koenig,0.2,1,0,0,0,2,0,8-8,3.86
A. Uribe,0.2,0,0,0,0,1,0,12-6,2.01
T. Megill,1.0,0,0,0,0,3,0,13-11,2.41
