player,ip,h,r,er,bb,k,hr,pc_st,era
B. Woo,7.0,2,1,1,0,9,1,83-57,3.02
C. Legumina,1.0,1,0,0,2,0,0,38-25,5.31
J. Kowar,1.0,2,2,2,0,1,2,20-14,2.84
