player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
W. Langford,4,0,0,0,0,0,0,.245,.341,.435
C. Freeman,3,0,0,0,0,0,0,.200,.222,.333
A. Osuna,1,0,0,0,0,0,0,.182,.314,.222
J. Jung,4,0,1,0,0,0,0,.255,.297,.397
J. Burger,3,0,1,0,0,1,0,.245,.278,.433
D. Moore,4,1,0,0,0,0,2,.267,.250,.467
K. Higashioka,3,1,1,0,0,0,0,.245,.292,.409
J. Pederson,1,0,0,0,0,0,1,.179,.281,.339
J. Heim,2,2,1,0,0,1,0,.215,.271,.335
M. Helman,3,1,2,5,1,0,0,.245,.315,.571
E. Duran,2,0,0,0,0,0,2,.227,.276,.302
J. Smith,0,0,0,0,0,1,0,.254,.338,.371
