player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Buxton,2,1,1,2,1,1,0,.270,.332,.542
A. Martin,1,0,1,0,0,0,0,.284,.368,.388
T. Larnach,3,0,2,1,0,0,1,.249,.324,.410
R. Fitzgerald,1,0,0,0,0,0,1,.176,.222,.353
L. Keaschall,4,0,0,0,0,0,0,.311,.402,.509
M. Wallner,3,0,0,0,0,0,1,.213,.319,.493
E. Julien,1,0,0,0,0,0,0,.193,.278,.307
R. Jeffers,3,0,0,0,0,0,0,.259,.347,.395
M. Gasper,1,0,0,0,0,0,0,.152,.273,.212
K. Clemens,4,0,0,0,0,0,1,.214,.283,.435
R. Lewis,4,0,0,0,0,0,2,.225,.286,.378
B. Lee,3,0,0,0,0,0,1,.244,.292,.386
J. Outman,3,2,1,0,0,0,0,.188,.257,.313
