player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Nimmo,5,0,0,0,0,0,4,.257,.322,.447
F. Lindor,5,2,2,0,0,0,2,.253,.319,.441
J. Soto,4,2,2,0,0,1,0,.250,.382,.480
P. Alonso,5,1,4,4,1,0,1,.266,.356,.513
J. McNeil,5,1,1,0,0,0,1,.251,.351,.440
M. Vientos,4,0,0,1,0,0,0,.232,.281,.368
C. Mullins,4,0,0,0,0,1,1,.083,.267,.083
R. Mauricio,2,0,0,0,0,0,0,.233,.303,.419
S. Marte,1,0,0,0,0,0,1,.275,.354,.396
B. Baty,2,0,1,1,0,0,0,.230,.291,.404
F. Alvarez,4,0,1,0,0,0,0,.252,.341,.381
T. Taylor,0,0,0,0,0,0,0,.199,.254,.290
L. Torrens,1,0,0,0,0,0,0,.216,.284,.307
