player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Z. Neto,4,1,1,1,1,0,0,.264,.320,.490
O. Peraza,4,0,0,0,0,0,3,.185,.214,.296
M. Trout,4,1,1,0,0,0,2,.231,.361,.425
J. Adell,4,1,2,2,1,0,0,.235,.296,.484
L. Rengifo,4,0,1,0,0,0,2,.247,.298,.341
T. d'Arnaud,4,0,1,0,0,0,1,.200,.260,.346
M. Lugo,4,0,0,0,0,0,2,.204,.218,.444
N. Kavadas,2,0,0,0,0,0,0,.100,.217,.100
C. Taylor,1,0,0,0,0,0,0,.184,.279,.368
B. Teodosio,2,0,0,0,0,0,0,.203,.253,.275
L. O'Hoppe,1,0,1,0,0,0,0,.225,.265,.401
S. Kingery,0,0,0,0,0,0,0,.160,.222,.200
