player,ip,h,r,er,bb,k,hr,pc_st,era
B. Pfaadt,6.0,8,4,4,2,4,1,100-61,5.08
J. Burgos,1.0,0,0,0,1,2,0,16-7,2.61
A. Hoffmann,1.0,0,0,0,1,1,0,13-7,2.70
