player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Holliday,4,1,2,0,0,1,1,.250,.318,.395
J. Jackson,3,1,2,1,1,0,1,.314,.346,.521
D. Johnson,1,0,0,0,0,0,1,.174,.240,.217
G. Henderson,4,1,0,0,0,1,2,.272,.346,.444
R. Mountcastle,4,0,1,1,0,0,1,.259,.297,.372
C. Cowser,4,0,0,0,0,1,2,.206,.272,.390
S. Basallo,5,0,1,1,0,0,1,.203,.277,.373
E. Rivera,4,0,0,0,0,0,1,.259,.304,.296
J. Mateo,0,0,0,0,0,0,0,.185,.232,.277
L. Vazquez,0,0,0,0,0,0,0,.170,.220,.255
D. Beavers,1,0,0,0,0,2,1,.286,.437,.411
C. Mayo,3,0,0,0,0,0,1,.187,.263,.332
D. Enns,0,0,0,0,0,0,0,.000,.000,.000
D. Carlson,0,0,0,0,0,1,0,.207,.282,.348
