player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,5,0,2,0,0,0,1,.296,.358,.417
K. Manzardo,5,0,0,0,0,0,0,.219,.292,.434
J. Ramirez,4,1,2,1,1,0,1,.299,.360,.490
C. Santana,2,0,1,0,0,2,0,.242,.337,.374
N. Jones,4,0,2,0,0,0,2,.224,.310,.323
L. Thomas,2,0,0,0,0,0,0,.160,.246,.272
J. Rodriguez,1,0,0,0,0,0,1,.171,.237,.286
D. Fry,0,0,0,0,0,1,0,.160,.236,.300
B. Rocchio,0,0,0,0,0,0,0,.163,.229,.194
D. Schneemann,4,0,0,0,0,0,2,.218,.298,.383
B. Naylor,4,0,1,0,0,0,1,.171,.274,.358
A. Martinez,4,0,1,0,0,0,0,.232,.257,.348
