player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Helman,3,0,0,0,0,0,0,.233,.313,.512
A. Osuna,2,0,0,0,0,1,1,.181,.319,.223
C. Freeman,6,1,1,0,0,0,1,.208,.232,.358
W. Langford,4,1,2,0,0,2,0,.250,.343,.444
J. Burger,5,1,1,2,1,0,3,.243,.275,.428
D. Harris,1,0,1,1,0,0,0,.222,.282,.389
K. Higashioka,4,0,0,0,0,1,0,.246,.294,.410
J. Jung,5,1,1,0,0,0,2,.255,.298,.396
E. Duran,5,0,3,0,0,0,1,.236,.287,.315
D. Moore,1,0,0,1,0,0,0,.375,.333,.750
J. Pederson,0,0,0,0,0,1,0,.178,.283,.343
J. Heim,1,0,0,0,0,0,1,.217,.270,.340
R. Tellez,1,0,0,0,0,0,1,.244,.305,.419
J. Smith,4,0,0,0,0,1,2,.253,.334,.371
