player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Trout,4,0,1,0,0,1,2,.229,.362,.420
Y. Moncada,2,1,2,0,0,0,0,.242,.339,.465
T. Ward,4,0,0,0,0,0,1,.225,.318,.466
J. Adell,4,1,1,2,1,0,1,.243,.303,.507
M. Lugo,0,0,0,0,0,0,0,.213,.226,.475
C. Taylor,1,2,0,0,0,1,1,.176,.311,.333
O. Peraza,3,0,0,0,0,0,1,.213,.269,.298
L. O'Hoppe,2,0,0,0,0,1,0,.217,.260,.386
T. d'Arnaud,1,0,1,1,0,0,0,.201,.260,.349
L. Davidson,2,0,0,0,0,0,0,.250,.250,.250
Z. Neto,1,0,0,0,0,1,0,.257,.318,.474
B. Teodosio,3,0,1,1,0,0,1,.193,.240,.273
L. Rengifo,1,0,0,0,0,0,1,.244,.297,.344
