player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Busch,4,0,1,0,0,1,3,.260,.341,.494
K. Tucker,4,0,0,0,0,1,0,.258,.372,.443
S. Suzuki,4,0,0,0,0,1,1,.245,.318,.485
P. Crow-Armstrong,2,0,0,1,0,1,1,.256,.297,.510
I. Happ,2,0,1,0,0,2,0,.230,.329,.386
N. Hoerner,4,0,1,0,0,0,2,.289,.338,.371
W. Castro,3,0,1,0,0,0,0,.163,.182,.279
D. Swanson,2,0,0,0,0,1,0,.247,.295,.406
O. Caissie,1,0,0,0,0,0,0,.235,.278,.412
M. Shaw,0,0,0,0,0,0,0,.229,.295,.410
R. McGuire,2,1,0,0,0,1,1,.217,.240,.424
C. Kelly,1,0,1,0,0,0,0,.265,.359,.452
