player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Arozarena,4,2,2,3,0,1,0,.242,.342,.446
C. Raleigh,6,2,2,3,1,0,2,.243,.351,.581
J. Rodriguez,4,2,2,3,0,0,0,.267,.318,.479
D. Canzone,2,1,1,0,0,0,1,.285,.348,.435
E. Suarez,5,2,2,3,2,1,1,.206,.273,.468
J. Polanco,3,1,1,3,1,0,1,.258,.323,.479
C. Young,2,0,0,0,0,0,0,.219,.311,.319
J. Naylor,3,2,2,1,1,0,0,.256,.303,.451
L. Raley,3,1,2,0,0,0,0,.209,.323,.325
M. Garver,4,1,2,1,0,0,0,.212,.300,.346
H. Ford,0,1,0,0,0,0,0,.000,.333,.000
J.P. Crawford,3,1,2,0,0,0,0,.264,.355,.356
L. Rivas,1,0,0,0,0,1,1,.286,.412,.357
V. Robles,5,2,2,0,0,0,1,.273,.300,.333
