player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,4,0,1,0,0,0,0,.277,.336,.388
D. Schneemann,3,0,1,0,0,0,1,.230,.312,.390
A. Martinez,1,0,0,0,0,0,1,.231,.266,.376
J. Ramirez,4,0,1,2,0,0,0,.291,.365,.517
K. Manzardo,4,0,1,0,0,0,2,.233,.318,.463
C. Santana,4,1,1,0,0,0,3,.226,.319,.336
A. Hedges,0,0,0,0,0,0,0,.144,.237,.246
C. Kayfus,3,0,1,1,0,0,1,.245,.298,.472
G. Arias,4,0,0,0,0,0,4,.223,.280,.369
B. Naylor,2,0,0,0,0,0,0,.177,.275,.355
D. Fry,0,0,0,0,0,0,0,.171,.233,.360
N. Jones,1,1,0,0,0,0,0,.213,.307,.296
B. Rocchio,3,1,1,0,0,0,1,.231,.284,.338
