player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Z. Neto,4,0,0,0,0,1,0,.269,.327,.476
N. Schanuel,3,1,0,1,0,1,0,.267,.355,.389
M. Trout,3,1,1,0,0,2,2,.240,.367,.458
T. Ward,5,3,2,2,1,0,2,.234,.314,.489
Y. Moncada,2,0,1,1,0,0,1,.229,.326,.439
C. Moore,3,0,2,0,0,0,1,.197,.311,.368
J. Adell,5,0,1,2,0,0,1,.228,.294,.466
L. Rengifo,3,2,1,0,0,1,1,.251,.298,.350
L. O'Hoppe,3,0,0,0,0,1,1,.232,.275,.420
O. Peraza,0,0,0,0,0,0,0,.143,.143,.143
T. d'Arnaud,0,0,0,0,0,0,0,.206,.271,.360
B. Teodosio,3,0,1,1,0,0,0,.333,.360,.458
