player,ip,h,r,er,bb,k,hr,pc_st,era
K. Bradish,4.0,4,2,2,2,5,0,84-51,3.60
D. Enns,2.1,2,1,0,1,1,0,34-22,4.50
R. Garcia,1.2,0,0,0,0,2,0,21-14,3.52
K. Akin,1.0,1,0,0,0,1,0,18-12,3.23
