player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,4,1,0,0,0,1,0,.290,.384,.440
M. McLain,5,2,2,0,0,0,1,.191,.284,.323
E. De La Cruz,5,3,3,3,1,0,0,.273,.352,.498
T. Stephenson,5,1,1,1,0,0,2,.260,.331,.465
C. Encarnacion-Strand,4,1,0,0,0,0,0,.209,.237,.407
C. Joe,2,0,0,1,0,0,1,.261,.280,.348
W. Benson,0,0,0,1,0,0,0,.233,.301,.478
G. Lux,4,0,2,1,0,0,1,.281,.366,.386
G. Hampson,0,0,0,0,0,0,0,.167,.211,.222
S. Espinal,4,0,3,0,0,0,0,.248,.302,.296
J. Fraley,1,0,0,0,0,1,0,.220,.336,.385
S. Steer,2,0,0,0,0,0,0,.224,.287,.329
