player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J.P. Crawford,4,0,1,1,0,0,1,.279,.384,.372
J. Rodriguez,4,0,0,0,0,0,1,.255,.312,.401
C. Raleigh,4,0,0,0,0,0,4,.272,.383,.641
J. Polanco,3,0,1,0,0,1,0,.249,.306,.432
R. Arozarena,4,1,2,1,1,0,1,.248,.360,.427
L. Raley,2,1,1,0,0,0,0,.232,.353,.374
D. Solano,2,0,0,0,0,0,0,.256,.297,.349
D. Canzone,2,0,0,0,0,0,0,.266,.299,.531
D. Moore,0,0,0,0,0,1,0,.220,.284,.396
M. Mastrobuoni,1,0,0,0,0,0,0,.242,.322,.288
B. Williamson,2,1,1,1,0,1,0,.256,.293,.313
C. Young,3,0,1,0,0,0,0,.261,.298,.307
