player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Kurtz,3,0,0,0,0,0,2,.306,.397,.630
L. Urias,0,0,0,1,0,1,0,.230,.315,.338
S. Langeliers,5,0,0,0,0,0,3,.262,.308,.539
B. Rooker,2,0,0,0,0,0,1,.268,.342,.492
C. Thomas,2,1,2,0,0,0,0,.259,.297,.483
T. Soderstrom,4,0,0,0,0,0,3,.269,.344,.473
J. Wilson,4,2,2,2,1,0,0,.315,.356,.449
L. Butler,1,0,0,0,0,1,1,.227,.299,.403
J. Bleday,1,1,1,0,0,1,0,.210,.301,.381
D. Hernaiz,4,0,0,0,0,0,3,.247,.316,.383
W. MacIver,4,0,1,1,0,0,0,.224,.297,.388
B. Harris,3,0,1,0,0,1,2,.222,.313,.259
