player,ip,h,r,er,bb,k,hr,pc_st,era
S. Arrighetti,5.2,6,2,2,0,2,1,97-67,6.21
J. Rooney,1.1,1,1,1,1,2,1,23-14,6.75
C. Kimbrel,1.0,1,0,0,0,2,0,16-9,0.00
