player,ip,h,r,er,bb,k,hr,pc_st,era
G. Kirby,4.2,12,7,7,3,4,1,97-58,4.22
T. Saucedo,2.1,1,0,0,0,3,0,29-21,5.14
J. Kowar,1.0,1,0,0,1,2,0,18-11,3.94
