player,ip,h,r,er,bb,k,hr,pc_st,era
M. McGreevy,4.0,9,6,6,1,3,2,75-46,4.68
G. Graceffo,2.0,3,0,0,1,1,0,30-18,5.45
R. Fernandez,1.0,4,2,2,0,0,0,22-15,8.87
C. Roycroft,1.0,2,0,0,1,3,0,22-15,6.32
A. Granillo,1.0,0,0,0,0,2,0,15-10,4.71
