player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Carroll,5,2,2,1,0,0,2,.249,.324,.556
J. McCarthy,0,0,0,0,0,0,0,.159,.232,.292
K. Marte,4,1,2,3,0,0,0,.290,.392,.543
C. Kaiser,1,0,1,1,0,0,0,.143,.250,.286
G. Perdomo,4,1,2,1,0,1,1,.285,.385,.430
L. Gurriel Jr.,4,2,1,0,0,0,1,.249,.295,.408
J. Barrosa,0,0,0,0,0,0,0,.111,.132,.194
A. Del Castillo,5,2,3,3,1,0,1,.255,.265,.383
T. Locklear,5,1,1,0,0,0,2,.156,.289,.250
A. Thomas,5,1,1,1,0,0,2,.252,.300,.387
J. McCann,4,2,2,2,0,0,1,.254,.365,.381
B. Alexander,3,1,2,1,0,1,0,.272,.366,.420
