player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Triolo,4,0,0,0,0,1,1,.222,.319,.342
S. Horwitz,5,1,1,0,0,0,1,.257,.331,.389
B. Reynolds,4,0,0,0,0,1,2,.246,.315,.408
T. Pham,4,1,1,1,1,1,0,.261,.335,.391
A. McCutchen,5,0,1,1,0,0,0,.243,.337,.384
N. Gonzales,5,0,1,0,0,0,1,.274,.317,.379
O. Cruz,3,0,1,0,0,1,1,.202,.304,.384
H. Davis,3,0,0,0,0,0,2,.164,.240,.277
J. Bart,0,0,0,0,0,1,0,.243,.349,.317
C. Devanney,4,0,0,0,0,0,2,.136,.174,.182
J. Bae,0,0,0,0,0,0,0,.077,.200,.077
L. Peguero,0,0,0,0,0,0,0,.197,.265,.368
