player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Vierling,2,0,1,1,0,0,1,.239,.310,.307
K. Carpenter,2,0,0,0,0,0,1,.266,.294,.535
G. Torres,4,0,1,1,0,1,1,.271,.368,.422
J. Jones,4,0,0,0,0,0,3,.224,.306,.474
R. Greene,1,0,0,0,0,0,1,.268,.313,.501
S. Torkelson,3,0,0,0,0,1,1,.241,.329,.482
W. Perez,2,1,2,0,0,0,0,.267,.321,.492
Z. McKinstry,1,0,0,0,0,1,0,.269,.349,.456
A. Ibanez,4,1,1,1,0,0,1,.226,.291,.357
D. Dingler,4,1,1,0,0,0,2,.270,.312,.421
J. Baez,4,1,3,0,0,0,1,.269,.298,.429
J. Rogers,2,0,0,1,0,1,2,.176,.280,.329
