player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
A. Call,5,0,1,0,0,0,2,.290,.382,.396
C. Abrams,1,0,0,0,0,0,0,.285,.356,.482
J. Wood,4,0,1,0,0,0,1,.288,.391,.549
A. Rosario,4,1,2,0,0,1,1,.276,.319,.418
N. Lowe,4,1,1,0,0,1,2,.235,.302,.402
P. DeJong,5,1,1,1,0,0,1,.209,.264,.328
J. Bell,5,0,2,0,0,0,1,.216,.298,.368
B. House,4,1,3,1,0,1,0,.247,.282,.288
R. Adams,4,0,0,0,0,1,3,.136,.174,.273
J. Young,2,0,0,0,0,1,0,.238,.310,.287
L. Garcia Jr.,0,0,0,1,0,1,0,.265,.305,.406
D. Lile,1,0,1,1,0,0,0,.245,.294,.351
