player,ip,h,r,er,bb,k,hr,pc_st,era
D. Martin,5.1,2,4,2,3,3,0,97-57,4.03
B. Eisert,1.0,2,0,0,0,1,0,19-12,4.11
G. Taylor,0.2,0,0,0,0,2,0,14-10,5.68
J. Leasure,1.0,0,0,0,1,2,0,22-11,3.88
M. Vasil,1.0,0,0,0,0,1,0,8-6,2.54
