player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Turner,4,1,0,0,0,1,0,.281,.335,.417
K. Schwarber,5,2,3,6,2,0,1,.258,.382,.593
B. Harper,4,1,1,1,1,0,2,.270,.375,.511
B. Marsh,0,0,0,0,0,0,0,.263,.333,.387
R. Marchan,1,0,0,0,0,0,0,.179,.276,.254
J.T. Realmuto,3,1,1,0,0,1,1,.268,.319,.389
N. Castellanos,3,1,1,0,0,0,1,.269,.309,.436
M. Kepler,1,0,0,0,0,0,1,.200,.293,.352
H. Bader,4,1,1,3,1,0,0,.100,.182,.400
O. Kemp,3,0,1,0,0,0,1,.242,.303,.386
B. Stott,1,1,0,0,0,0,1,.231,.306,.337
E. Sosa,4,3,3,1,1,0,1,.273,.313,.430
W. Wilson,4,2,2,2,1,0,0,.227,.333,.386
