player,ip,h,r,er,bb,k,hr,pc_st,era
N. Cameron,5.0,4,0,0,1,7,0,83-57,1.91
J. Schreiber,0.2,2,2,2,0,0,1,13-11,3.95
A. Zerpa,1.0,1,0,0,1,2,0,29-16,3.73
L. Erceg,1.1,1,0,0,0,0,0,19-13,1.78
C. Estevez,1.0,1,1,1,1,1,1,27-16,2.05
